ID;Category;Name;Method;MethodArgument;RegistryPath;RegistryItem;ClassName;Namespace;Property;DefaultValue;RecommendedValue;Operator;Severity
18.9.4.1;Administrative Templates: System;Credentials Delegation: Encryption Oracle Remediation;Registry;;HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\CredSSP\Parameters;AllowEncryptionOracle;;;;0;0;=;Medium
18.9.4.2;Administrative Templates: System;Credentials Delegation: Remote host allows delegation of non-exportable credentials;Registry;;HKLM:\Software\Policies\Microsoft\Windows\CredentialsDelegation;AllowProtectedCreds;;;;0;1;=;Medium
18.9.7.2;Administrative Templates: System;Device Installation: Device Installation Restrictions: Prevent device metadata retrieval from the Internet;Registry;;HKLM:\SOFTWARE\Policies\Microsoft\Windows\Device Metadata;PreventDeviceMetadataFromNetwork;;;;;1;=;Medium
18.9.13.1;Administrative Templates: System;Early Launch Antimalware: Boot-Start Driver Initialization Policy;Registry;;HKLM:\System\CurrentControlSet\Policies\EarlyLaunch;DriverLoadPolicy;;;;0;3;=;Medium
18.9.19.2;Administrative Templates: System;Group Policy: Do not apply during periodic background processing;Registry;;HKLM:\Software\Policies\Microsoft\Windows\Group Policy\{35378EAC-683F-11D2-A89A-00C04FBBCFA2};NoGPOListChanges;;;;0;0;=;Medium
18.9.19.3;Administrative Templates: System;Group Policy: Process even if the Group Policy objects have not changed;Registry;;HKLM:\Software\Policies\Microsoft\Windows\Group Policy\{35378EAC-683F-11D2-A89A-00C04FBBCFA2};NoBackgroundPolicy;;;;1;0;=;Medium
18.9.19.4;Administrative Templates: System;Group Policy: Configure security policy processing: Do not apply during periodic background processing;Registry;;HKLM:\Software\Policies\Microsoft\Windows\Group Policy\{827D319E-6EAC-11D2-A4EA-00C04F79F83A};NoBackgroundPolicy;;;;1;0;=;Medium
18.9.19.5;Administrative Templates: System;Group Policy: Configure security policy processing: Process even if the Group Policy objects have not changed;Registry;;HKLM:\Software\Policies\Microsoft\Windows\Group Policy\{827D319E-6EAC-11D2-A4EA-00C04F79F83A};NoGPOListChanges;;;;1;0;=;Medium
18.9.19.6;Administrative Templates: System;Group Policy: Continue experiences on this device;Registry;;HKLM:\SOFTWARE\Policies\Microsoft\Windows\System;EnableCdp;;;;1;0;=;Medium
18.9.19.7;Administrative Templates: System;Group Policy: Turn off background refresh of Group Policy;Registry;;HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System;DisableBkGndGroupPolicy;;;;0;0;=;Medium
18.9.20.1.1;Administrative Templates: System;Internet Communication Management: Internet Communication settings: Turn off downloading of print drivers over HTTP;Registry;;HKLM:\Software\Policies\Microsoft\Windows NT\Printers;DisableWebPnPDownload;;;;0;1;=;Medium
18.9.20.1.5;Administrative Templates: System;Internet Communication Management: Internet Communication settings: Turn off Internet download for Web publishing and online ordering wizards;Registry;;HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer;NoWebServices;;;;0;1;=;Medium
18.9.24.1;Administrative Templates: System;Kernel DMA Protection: Enumeration policy for external devices incompatible with Kernel DMA Protection;Registry;;HKLM:\SOFTWARE\Policies\Microsoft\Windows\Kernel DMA Protection;DeviceEnumerationPolicy;;;;2;0;=;Medium
18.9.26.1;Administrative Templates: System;Local Security Authority: Allow Custom SSPs and APs to be loaded into LSASS;Registry;;HKLM:\Software\Policies\Microsoft\Windows\System;AllowCustomSSPsAPs;;;;;0;=;Medium
18.9.28.1;Administrative Templates: System;Logon: Block user from showing account details on sign-in;Registry;;HKLM:\SOFTWARE\Policies\Microsoft\Windows\System;BlockUserFromShowingAccountDetailsOnSignin;;;;0;1;=;Medium
18.9.28.2;Administrative Templates: System;Logon: Do not display network selection UI;Registry;;HKLM:\Software\Policies\Microsoft\Windows\System;DontDisplayNetworkSelectionUI;;;;0;1;=;Medium
18.9.28.3;Administrative Templates: System;Logon: Do not enumerate connected users on domain-joined computers;Registry;;HKLM:\SOFTWARE\Policies\Microsoft\Windows\System;DontEnumerateConnectedUsers;;;;0;1;=;Medium
18.9.28.5;Administrative Templates: System;Logon: Turn off app notifications on the lock screen;Registry;;HKLM:\Software\Policies\Microsoft\Windows\System;DisableLockScreenAppNotifications;;;;0;1;=;Medium
18.9.28.6;Administrative Templates: System;Logon: Turn off picture password sign-in;Registry;;HKLM:\SOFTWARE\Policies\Microsoft\Windows\System;BlockDomainPicturePassword;;;;0;1;=;Medium
18.9.28.7;Administrative Templates: System;Logon: Turn on convenience PIN sign-in;Registry;;HKLM:\Software\Policies\Microsoft\Windows\System;AllowDomainPINLogon;;;;1;0;=;Medium
